CityName,CityCode,测体温,健康码,健康告知书,健康问询,健康提醒,报告/报备,提前报备时间,进入前核酸检测,进入前核酸检测时间,进入后核酸检测,进入后核酸检测次数,进入后核酸检测时间,血清学检测(血清抗体),居家隔离,居家隔离时间,社区健康监测,社区健康监测时间,集中隔离,集中隔离时间,特殊措施,,,,,,,,,,,,,,,,,,,,,,
佳木斯,230800,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
德宏,533100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
文山,532600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
汉中,610700,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,
齐齐哈尔,230200,0,0,0,0,0,1,1,1,3,1,1,1,0,1,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
焦作,410800,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
咸阳,610400,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,
渭南,610500,0,0,0,0,0,0,0,1,3,0,0,0,0,1,14,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,
安康,610900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
商洛,611000,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
温州,330300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
三门峡,411200,0,1,0,0,0,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
中山,442000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
白山,220600,1,1,0,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
韶关,440200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
衡水,131100,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
承德,130800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
西宁,630100,0,0,0,0,0,1,7,1,7,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
驻马店,411700,0,0,0,1,0,1,1,0,0,1,1,6,0,1,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
济南,370100,0,0,0,0,0,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
苏州,320500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
无锡,320200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
信阳,411500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
保山,530500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
呼伦贝尔,150700,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
邢台,130500,0,0,0,0,0,1,3,1,3,1,2,7/14,0,1,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
沧州,130900,1,1,0,0,0,1,1,1,7,1,2,7/14,0,1,14,0,0,1,14,0,,,,,,,,,,,,,,,,,,,,,,
肇庆,441200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
淄博,370300,0,1,0,0,0,1,3,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
大庆,230600,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
滨州,371600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
南京,320100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
宿迁,321300,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
泉州,350500,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
南通,320600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
宜昌,420500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
海口,441000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
日照,371100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
郑州,410100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
黑河,231100,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
茂名,440900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
贵阳,520100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
遵义,520300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
黔东南,522600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
黔南,522700,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
六盘水,520200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
毕节,520500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
铜仁,520600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
黔西南,522300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
乌兰察布,150900,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
泰州,321200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
珠海,440400,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,
厦门,350200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
济宁,370800,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
贵港,450800,0,0,0,0,0,1,1,1,7,1,2,7/14,0,1,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
连云港,320700,1,0,0,0,0,0,0,1,7,1,2,7/14,0,1,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
盐城,320900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
重庆,500000,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
铜川,610200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
金华,330700,0,0,0,0,0,1,0.5,1,7,1,2,7/14,0,0,0,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,
安阳,410500,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
深圳,440300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
南阳,411300,1,1,0,0,0,1,3,1,7,1,2,7/14,0,1,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
包头,150200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
通辽,150500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
呼和浩特,150100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
芜湖,340200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
鹤壁,410600,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
庄河,210200,0,0,0,0,0,1,1,1,7,1,2,7/14,0,1,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
汕头,440500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
南宁,450100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
贺州,451100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
防城港,450600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
玉林,450900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
来宾,451300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
河池,451200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
桂林,450300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
梧州,450400,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
崇左,451400,0,0,0,0,0,0,0,1,7,1,1,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
钦州,450700,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
北海,450500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
柳州,450200,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
大兴安岭,232700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
廊坊,131000,1,1,0,1,0,0,0,1,3,1,2,1,0,1,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
莆田,350300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
五指山,460001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
秦皇岛,130300,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
龙岩,350800,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
娄底,431300,0,0,0,0,0,1,2,1,7,0,0,0,0,1,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
张家口,130700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
襄阳,420600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
佛山,440600,0,0,0,0,0,0,0,1,7,2,2,7/14,0,1,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
平顶山,410400,0,0,0,0,0,0,0,0,0,1,2,7/14,0,1,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
宁德,350900,0,0,0,0,0,0,0,1,7,0,0,0,0,1,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
邵阳,430500,0,0,0,1,0,0,0,1,7,1,2,7/14,0,1,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
石家庄,130100,0,0,0,1,0,1,1,1,3,1,1,1,0,1,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
果洛,632600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
海东,630200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
海南,442100,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
吐鲁番,650400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
迪庆,533400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
徐州,320300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
益阳,430900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
张家界,430800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
常德,430700,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
唐山,130200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
临沂,371300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
怀化,431200,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
湘潭,430300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
株洲,430200,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,
天水,620500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
开封,410200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
福州,350100,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
双鸭山,230500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
辽源,220400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
昌吉,652300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
牡丹江,231000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,
保定,130600,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
昭通,530600,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
枣庄,370400,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
吴忠,640300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
长沙,430100,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
大理,532900,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
太原,140100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
临汾,141000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
大同,140200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
晋中,140700,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
长治,140400,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
晋城,140500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
阳泉,140300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
忻州,140900,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
朔州,140600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
漯河,411100,0,1,0,0,0,1,0,1,7,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
吕梁,141100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
运城,140800,0,0,0,0,0,1,1,1,7,1,2,7/14,0,1,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
烟台,370600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
百色,451000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
三明,350400,0,0,0,0,0,0,0,1,7,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
南平,350700,0,0,0,0,0,0,0,1,7,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
大连,210200,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
郴州,431000,0,1,0,0,0,0,0,1,7,1,2,7/14,0,1,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
博尔塔拉,652700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
湘西,433100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
永州,431100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
中卫,640500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
乌鲁木齐,650100,0,1,0,0,0,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
漳州,350600,1,1,0,0,0,1,1,1,7,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
濮阳,410900,0,0,0,0,0,0,0,1,7,1,2,7/14,0,1,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
延安,610600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
绥化,231200,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
